hostname,os_family,os_version,cpu_cores,memory_gb,gpu_present,domain_joined,open_ports,running_services,software_indicators,ad_groups,privilege_level,workstation_role,confidentiality,integrity,availability,record_source,confidence,is_synthetic
wks-0868,Ubuntu Desktop,22.04,8,32,True,True,[ 22 631],[],['Adobe Creative Cloud' 'Blender' 'Chrome' 'Figma' 'VPN Client'],['Training'],Local Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_rules,0.93,True
wks-0869,Windows,10,16,16,False,True,[135],['Backup Agent' 'VPN Client'],['Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation' 'VPN Client'],['Engineering' 'QA'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.93,True
wks-0870,Windows,11,8,32,False,True,[ 135  139 3389],[],['Firefox' 'Office' 'Teams' 'Workday'],['Domain Users' 'SOC'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.95,True
wks-0871,Windows,10,4,8,True,True,[139 445],['EDR Agent' 'Print Spooler' 'RDP' 'SSH'],['Chrome' 'Postman' 'Selenium'],['Developers' 'Domain Users'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.91,True
wks-0872,Windows,11,4,32,False,True,[135 139 445],['OneDrive Sync' 'RDP'],['Burp Suite' 'Splunk' 'Sysinternals' 'VPN Client' 'Wireshark' 'Zoom'],['Domain Users'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_hybrid,0.84,True
wks-0873,Windows,10,8,32,True,True,[ 135  139 3389],['Backup Agent' 'EDR Agent' 'Print Spooler' 'RDP'],['AutoCAD' 'Chrome' 'MATLAB' 'Office' 'SolidWorks' 'VPN Client'],['Engineering' 'Executives'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
wks-0874,Windows,10,4,32,False,True,[135 139],['Backup Agent' 'EDR Agent' 'Print Spooler' 'VPN Client'],['Chrome' 'Office' 'VS Code'],['SOC' 'Training'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.75,True
wks-0875,macOS,14,8,32,False,False,[8000 8888],['Defender' 'OneDrive Sync' 'Print Spooler'],['Chrome' 'Office' 'Postman' 'Selenium'],['Developers' 'SOC'],Power User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
wks-0876,Windows,10,8,64,False,True,[ 135  139  445 3389],[],['POS Client' 'Receipt Printer Driver'],['Developers' 'SOC'],Local Admin,Point of Sale Workstation,Moderate,High,High,synthetic_hybrid,0.89,True
wks-0877,Windows,11,8,8,False,True,[135 139],['Backup Agent' 'Defender' 'Print Spooler' 'RDP'],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Help Desk' 'IT Operations'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.95,True
wks-0878,Windows,11,4,32,True,True,[ 135  139  445 3389],['OneDrive Sync' 'VPN Client'],['AutoCAD' 'Chrome' 'Firefox' 'MATLAB' 'SolidWorks'],['Data Scientists' 'Domain Users'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_rules,0.74,True
wks-0879,Windows,11,4,8,False,True,[ 445 3389],['EDR Agent' 'VPN Client'],['Office' 'Teams' 'Zoom'],['Developers'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.71,True
wks-0880,Windows,10,8,32,False,True,[139],['Backup Agent' 'Defender' 'EDR Agent' 'OneDrive Sync'],['Excel' 'Power BI Desktop' 'SAP GUI'],['IT Operations' 'QA'],Standard User,Finance Workstation,High,High,Moderate,synthetic_rules,0.98,True
wks-0881,Windows,10,4,64,False,True,[3389],['EDR Agent' 'OneDrive Sync' 'Print Spooler'],['Chrome' 'Office' 'Teams'],['Finance' 'SOC'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.76,True
wks-0882,Windows,10,8,16,False,True,[ 135 3389 8000],['Defender' 'OneDrive Sync' 'RDP' 'SSH'],['Chrome' 'Postman' 'Selenium' 'Teams'],['SOC'],Local Admin,QA Test Workstation,Moderate,High,Moderate,synthetic_hybrid,0.98,True
wks-0883,macOS,13,16,16,False,False,[631],['Backup Agent' 'EDR Agent' 'OneDrive Sync' 'SSH'],"['Chrome' 'Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm'
 'VPN Client' 'VS Code' 'Zoom']",['Call Center' 'Developers' 'Engineering'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.76,True
wks-0884,Windows,10,4,16,False,True,[ 139  445 3389],['Defender' 'SSH' 'VPN Client'],['Excel' 'Power BI Desktop' 'SAP GUI'],['Finance'],Standard User,Finance Workstation,High,High,Moderate,synthetic_rules,0.83,True
wks-0885,Windows,11,4,64,False,True,[ 139 3389],['EDR Agent' 'SSH'],['CRM Client' 'Chrome' 'Softphone'],['IT Operations' 'SOC'],Power User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.95,True
wks-0886,macOS,14,32,64,False,True,[22],['Backup Agent' 'Print Spooler' 'RDP'],['Chrome' 'Office' 'VS Code'],['Help Desk'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.94,True
wks-0887,Windows,10,16,16,True,True,[135 139 445],['Backup Agent' 'Defender' 'EDR Agent' 'VPN Client'],['Chrome' 'Office' 'Teams'],['Developers' 'Retail'],Standard User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
wks-0888,Windows,11,4,64,False,True,[ 139  445 3389],['Backup Agent' 'Defender' 'EDR Agent'],['Chrome' 'Office' 'Teams'],['Help Desk' 'IT Operations'],Local Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.71,True
wks-0889,Windows,11,4,32,False,True,[ 135  139 3389],['Backup Agent' 'Defender' 'EDR Agent' 'Print Spooler'],['Chrome' 'Office' 'Teams' 'VPN Client' 'Zoom'],['Finance' 'Training'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.75,True
wks-0890,Windows,10,4,16,True,True,[135],['Print Spooler' 'VPN Client'],['Chrome' 'Office' 'Teams'],['Developers'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.89,True
wks-0891,Windows,11,4,32,False,True,[8888],['Defender' 'OneDrive Sync' 'Print Spooler' 'RDP'],['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'PyCharm' 'VS Code'],['Developers' 'Domain Users' 'QA'],Standard User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.87,True
wks-0892,macOS,14,16,32,False,False,[22],['Defender' 'Print Spooler' 'SSH'],['Chrome' 'KioskShell'],['HR'],Local Admin,Kiosk Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.87,True
wks-0893,macOS,14,32,64,True,True,[22],['Backup Agent' 'Print Spooler' 'SSH'],"['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'Teams' 'TensorFlow'
 'VPN Client' 'Zoom']",['Developers' 'Engineering'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.74,True
wks-0894,Windows,11,4,32,True,True,[135 139],['EDR Agent' 'OneDrive Sync' 'Print Spooler'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Data Scientists'],Power User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.91,True
wks-0895,Windows,11,8,16,False,True,[ 139 3389],['EDR Agent' 'Print Spooler' 'SSH'],['Office' 'Teams' 'VPN Client' 'Workday' 'Zoom'],['SOC'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.88,True
wks-0896,Ubuntu Desktop,22.04,16,32,False,True,[  22  631 8000 8888],['Backup Agent' 'OneDrive Sync' 'SSH'],['Chrome' 'Firefox' 'Office' 'Postman' 'Selenium'],['Help Desk' 'QA'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.89,True
wks-0897,Ubuntu Desktop,22.04,32,32,False,True,[  22  631 5601],['EDR Agent' 'SSH' 'VPN Client'],['Burp Suite' 'Splunk' 'Sysinternals' 'Wireshark'],['IT Operations' 'QA'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_rules,0.95,True
wks-0898,Windows,11,4,16,True,True,[ 135  139 3389],['OneDrive Sync' 'Print Spooler'],['AutoCAD' 'Chrome' 'MATLAB' 'SolidWorks' 'VPN Client'],['Data Scientists' 'Training'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.82,True
wks-0899,Windows,10,8,16,False,True,[ 135  139  445 3389],['Print Spooler' 'VPN Client'],['Office' 'Teams' 'VPN Client' 'Workday'],['Executives' 'Retail'],Power User,HR Workstation,High,High,Moderate,synthetic_hybrid,0.93,True
wks-0900,Windows,10,4,8,True,True,[ 139  445 5601],[],"['Burp Suite' 'Chrome' 'Firefox' 'Office' 'Splunk' 'Sysinternals'
 'Wireshark']",['Data Scientists' 'QA'],Local Admin,SOC Analyst Workstation,High,High,Moderate,synthetic_hybrid,0.82,True
wks-0901,Windows,11,4,16,False,True,[3389],['Backup Agent' 'SSH' 'VPN Client'],['Office' 'Teams' 'Zoom'],['Data Scientists' 'HR'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_rules,0.76,True
wks-0902,Windows,10,8,16,False,True,[445],['Defender' 'Print Spooler'],['Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Developers' 'QA'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.77,True
wks-0903,Windows,11,32,16,True,True,[ 135  139  445 3389],[],['Chrome' 'Firefox' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Finance' 'HR'],Power User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.87,True
wks-0904,macOS,14,32,8,False,False,[ 22 631],['Backup Agent' 'Defender' 'OneDrive Sync' 'SSH'],['Firefox' 'POS Client' 'Receipt Printer Driver' 'Teams' 'VPN Client'],['Engineering' 'HR'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.95,True
wks-0905,Ubuntu Desktop,22.04,16,32,True,True,[631],['EDR Agent' 'OneDrive Sync' 'VPN Client'],['AutoCAD' 'Chrome' 'MATLAB' 'SolidWorks' 'Zoom'],['Developers'],Local Admin,Engineering CAD Workstation,Moderate,High,Moderate,synthetic_hybrid,0.8,True
wks-0906,Windows,10,4,32,True,True,[ 135  139 3389],['Backup Agent' 'EDR Agent' 'OneDrive Sync' 'RDP'],['Chrome' 'Office' 'Teams'],['Data Scientists'],Privileged Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_rules,0.82,True
wks-0907,Windows,10,16,16,True,True,[135 445],[],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Call Center' 'Engineering'],Power User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.94,True
wks-0908,Windows,11,4,8,False,True,[135 139 445],['Defender' 'Print Spooler' 'SSH'],['CRM Client' 'Chrome' 'Firefox' 'Softphone' 'VPN Client'],['Developers' 'Training'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.88,True
wks-0909,Windows,10,8,64,False,True,[ 139  445 3389],['Backup Agent' 'SSH'],['Chrome' 'KioskShell'],['Engineering'],Power User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.8,True
wks-0910,Windows,11,16,64,False,True,[ 139 3389],['OneDrive Sync' 'RDP' 'SSH'],['Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation' 'Zoom'],['QA' 'Training'],Power User,IT Admin Workstation,High,High,Moderate,synthetic_ml_seed,0.8,True
wks-0911,Ubuntu Desktop,22.04,4,64,True,True,[631],[],['Chrome' 'Firefox' 'Office' 'Teams'],['Retail' 'SOC'],Local Admin,Standard User Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.89,True
wks-0912,Windows,11,16,32,False,True,[ 135  139 3389],[],['Firefox' 'POS Client' 'Receipt Printer Driver'],['Domain Users'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_rules,0.79,True
wks-0913,Windows,11,8,16,True,True,[ 135  445 3389],[],['AutoCAD' 'MATLAB' 'Office' 'SolidWorks' 'Zoom'],['Domain Users' 'SOC'],Power User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.95,True
wks-0914,Windows,10,8,16,False,True,[ 139 3389],['Backup Agent' 'Defender' 'Print Spooler' 'SSH'],['Office' 'Teams' 'Zoom'],['Call Center' 'Retail'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.98,True
wks-0915,Windows,11,16,16,False,True,[135 445],['OneDrive Sync' 'Print Spooler' 'RDP'],['Office' 'Teams' 'Zoom'],['Developers'],Local Admin,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.95,True
wks-0916,Ubuntu Desktop,22.04,16,16,False,True,[ 22 631],['OneDrive Sync' 'Print Spooler' 'RDP' 'VPN Client'],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Data Scientists'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.77,True
wks-0917,Windows,10,4,16,False,True,[139],['Print Spooler' 'SSH' 'VPN Client'],['Chrome' 'Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation' 'Zoom'],['QA'],Privileged Admin,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.97,True
wks-0918,Windows,11,4,64,False,True,[445],['Backup Agent' 'Defender' 'VPN Client'],['Chrome' 'Firefox' 'Postman' 'Selenium'],['Finance' 'Retail'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
wks-0919,Windows,10,8,64,False,True,[ 135  139  445 3389],[],['Chrome' 'Office' 'VS Code'],['QA'],Standard User,Training Lab Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.86,True
wks-0920,Windows,10,16,8,False,True,[ 135  139  445 8000],[],"['Docker Desktop' 'Git' 'IntelliJ' 'Node.js' 'Office' 'PyCharm'
 'VPN Client' 'VS Code' 'Zoom']",['Developers' 'SOC'],Power User,Developer Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.77,True
wks-0921,Windows,11,4,16,False,True,[ 135 3389],['Backup Agent' 'Defender' 'EDR Agent' 'SSH'],['Chrome' 'Office' 'Teams' 'VS Code'],['Call Center' 'Training'],Local Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_hybrid,0.85,True
wks-0922,Ubuntu Desktop,22.04,8,16,False,True,[ 22 631],['Defender' 'RDP' 'SSH'],['CRM Client' 'Chrome' 'Office' 'Softphone' 'Zoom'],['Executives' 'Finance'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.93,True
wks-0923,Windows,10,8,64,True,True,[139 445],['EDR Agent' 'VPN Client'],['Adobe Creative Cloud' 'Blender' 'Figma'],['QA'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
wks-0924,Windows,11,4,16,False,True,[ 135  445 3389],['OneDrive Sync' 'VPN Client'],['Office' 'Teams' 'Workday'],['Help Desk'],Power User,HR Workstation,High,High,Moderate,synthetic_rules,0.92,True
wks-0925,Windows,10,32,16,True,True,[ 135  139 3389],['Backup Agent' 'EDR Agent' 'RDP'],['Adobe Creative Cloud' 'Blender' 'Figma'],['Data Scientists' 'QA'],Privileged Admin,Graphic Design Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.98,True
wks-0926,Windows,10,8,8,False,True,[ 135  139 3389],['EDR Agent' 'VPN Client'],['CRM Client' 'Chrome' 'Softphone'],['Engineering' 'SOC'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_rules,0.84,True
wks-0927,Windows,10,16,16,True,True,[445],[],['Adobe Creative Cloud' 'Blender' 'Figma' 'Teams'],['Call Center' 'Engineering'],Standard User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.92,True
wks-0928,Windows,10,32,16,False,True,[ 135  139  445 3389],[],['Chrome' 'Office' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['HR'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_hybrid,0.98,True
wks-0929,Windows,11,8,32,False,True,[3389],['Backup Agent' 'Defender' 'OneDrive Sync' 'SSH'],['POS Client' 'Receipt Printer Driver'],['Help Desk' 'IT Operations'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_hybrid,0.93,True
wks-0930,Windows,11,32,16,False,True,[ 135 3389],['EDR Agent' 'OneDrive Sync' 'Print Spooler'],['Office' 'Teams' 'Zoom'],['Call Center'],Standard User,Executive Workstation,High,High,Moderate,synthetic_ml_seed,0.77,True
wks-0931,Ubuntu Desktop,22.04,32,16,True,True,[22],['Backup Agent' 'RDP'],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['Help Desk'],Standard User,Help Desk Workstation,Moderate,Moderate,High,synthetic_hybrid,0.81,True
wks-0932,Windows,10,8,16,False,True,[ 139 8000],['Defender' 'SSH' 'VPN Client'],['Chrome' 'Postman' 'Selenium'],['Help Desk' 'SOC'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.72,True
wks-0933,Windows,11,32,16,False,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'EDR Agent' 'RDP'],['Chrome' 'Firefox' 'KioskShell' 'Office' 'Teams'],['Domain Users' 'QA'],Standard User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.98,True
wks-0934,Windows,10,4,8,False,True,[ 135  445 3389],['Backup Agent' 'EDR Agent' 'RDP'],['Chrome' 'Firefox' 'KioskShell' 'Teams'],['Data Scientists'],Power User,Kiosk Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.83,True
wks-0935,macOS,13,16,32,False,False,[ 22 631],['Defender' 'Print Spooler' 'VPN Client'],['CRM Client' 'Chrome' 'Firefox' 'Office' 'Softphone'],['Data Scientists' 'Engineering'],Local Admin,Call Center Workstation,Moderate,High,High,synthetic_rules,0.81,True
wks-0936,Windows,11,4,8,True,True,[ 445 3389],['Backup Agent' 'Defender' 'Print Spooler' 'SSH'],['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow' 'Zoom'],['Engineering'],Standard User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.97,True
wks-0937,Windows,10,32,8,False,True,[135 139 445],['EDR Agent' 'VPN Client'],['Chrome' 'Office' 'VS Code'],['Finance' 'IT Operations'],Privileged Admin,Training Lab Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.81,True
wks-0938,Windows,11,32,16,False,True,[ 135  445 8888],[],['Chrome' 'Postman' 'Selenium'],['Finance'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.75,True
wks-0939,Windows,10,4,16,False,True,[3389 8888],['EDR Agent' 'OneDrive Sync' 'SSH' 'VPN Client'],['Chrome' 'Firefox' 'Office' 'Postman' 'Selenium' 'Teams'],['Developers'],Standard User,QA Test Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.92,True
wks-0940,Windows,10,16,8,True,True,[ 135  139  445 3389],['Backup Agent' 'Defender' 'EDR Agent' 'SSH'],['AutoCAD' 'MATLAB' 'SolidWorks'],['QA'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.86,True
wks-0941,Windows,11,4,16,True,True,[ 135 3389 8000 8888],['Backup Agent' 'EDR Agent' 'Print Spooler' 'RDP'],['Anaconda' 'Firefox' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'],['Call Center' 'Executives'],Local Admin,Data Science Workstation,Moderate,High,Moderate,synthetic_ml_seed,0.78,True
wks-0942,Windows,10,16,8,False,True,[ 135  139 3389],['OneDrive Sync' 'Print Spooler' 'SSH'],['Firefox' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Executives' 'Training'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.92,True
wks-0943,macOS,14,8,8,False,True,[22],['Backup Agent' 'Defender' 'Print Spooler' 'RDP'],['CRM Client' 'Chrome' 'Softphone'],['Training'],Standard User,Call Center Workstation,Moderate,Moderate,High,synthetic_hybrid,0.82,True
wks-0944,Windows,10,16,64,True,True,[135 139 445],['Defender' 'SSH'],['Office' 'PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Call Center' 'IT Operations'],Local Admin,IT Admin Workstation,High,High,Moderate,synthetic_rules,0.88,True
wks-0945,Windows,10,8,16,True,True,[ 139  445 3389 8000],[],"['Anaconda' 'Jupyter' 'PyTorch' 'Python' 'RStudio' 'TensorFlow'
 'VPN Client']",['Developers' 'Engineering'],Power User,Data Science Workstation,Moderate,Moderate,Moderate,synthetic_ml_seed,0.91,True
wks-0946,Ubuntu Desktop,22.04,4,16,False,True,[ 22 631],['Print Spooler' 'RDP' 'SSH' 'VPN Client'],['Chrome' 'PuTTY' 'RDP' 'ServiceNow' 'Teams'],['SOC'],Power User,Help Desk Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.83,True
wks-0947,Windows,11,4,64,False,True,[ 139  445 3389],['EDR Agent' 'OneDrive Sync' 'Print Spooler' 'RDP'],['PowerShell' 'PuTTY' 'RSAT' 'VMware Workstation'],['Engineering' 'Retail'],Standard User,IT Admin Workstation,High,High,Moderate,synthetic_hybrid,0.82,True
wks-0948,macOS,14,8,8,False,False,[ 22 631],['Backup Agent' 'Defender' 'Print Spooler'],['Chrome' 'Office' 'Teams'],['Domain Users' 'SOC'],Power User,Standard User Workstation,Moderate,Moderate,Moderate,synthetic_hybrid,0.84,True
wks-0949,Windows,10,4,16,True,True,[135],['Backup Agent' 'OneDrive Sync' 'Print Spooler' 'SSH'],['AutoCAD' 'MATLAB' 'SolidWorks'],['Data Scientists' 'Domain Users'],Standard User,Engineering CAD Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.84,True
wks-0950,Windows,10,4,32,False,True,[ 135  139  445 3389],['EDR Agent' 'Print Spooler' 'SSH' 'VPN Client'],['Chrome' 'Office' 'Teams' 'Zoom'],['HR' 'Help Desk'],Standard User,Executive Workstation,High,High,Moderate,synthetic_hybrid,0.76,True
wks-0951,Windows,10,16,8,False,True,[ 139  445 3389],['Defender' 'OneDrive Sync'],['Chrome' 'Office' 'Teams' 'Zoom'],['Call Center'],Standard User,Executive Workstation,High,High,Moderate,synthetic_rules,0.76,True
wks-0952,Windows,10,4,32,True,True,[ 135  139  445 3389],['Defender' 'RDP'],['Adobe Creative Cloud' 'Blender' 'Figma' 'Office'],['Call Center'],Power User,Graphic Design Workstation,Moderate,Moderate,Moderate,synthetic_rules,0.79,True
wks-0953,Windows,10,8,8,True,True,[135],[],['POS Client' 'Receipt Printer Driver'],['Finance' 'SOC'],Standard User,Point of Sale Workstation,Moderate,Moderate,High,synthetic_ml_seed,0.8,True
wks-0954,Windows,11,32,16,False,True,[ 135  139  445 3389],[],['PuTTY' 'RDP' 'ServiceNow' 'Teams'],['SOC'],Local Admin,Help Desk Workstation,Moderate,High,High,synthetic_ml_seed,0.73,True
wks-0955,Windows,10,16,32,False,True,[135 139],['SSH' 'VPN Client'],['Firefox' 'Office' 'Teams' 'Workday' 'Zoom'],['Developers' 'QA'],Standard User,HR Workstation,High,High,Moderate,synthetic_rules,0.98,True
